item_id,transaction_id,product_id,quantity,unit_price,discount_percentage,line_total
ITEM03551,TXN01158,PROD0464,3,1124.88,5,3205.91
ITEM03552,TXN01159,PROD0425,1,2118.11,10,1906.3
ITEM03553,TXN01159,PROD0040,1,325.18,0,325.18
ITEM03554,TXN01159,PROD0225,1,1252.76,0,1252.76
ITEM03555,TXN01159,PROD0061,1,5100.05,5,4845.05
ITEM03556,TXN01159,PROD0129,3,45081.42,5,128482.05
ITEM03557,TXN01160,PROD0201,2,306.15,5,581.68
ITEM03558,TXN01160,PROD0166,1,28413.81,5,26993.12
ITEM03559,TXN01161,PROD0349,2,4108.18,0,8216.36
ITEM03560,TXN01161,PROD0446,2,1995.05,0,3990.1
ITEM03561,TXN01161,PROD0460,3,1150.47,10,3106.27
ITEM03562,TXN01161,PROD0092,2,6998.6,5,13297.34
ITEM03563,TXN01162,PROD0053,2,10205.11,5,19389.71
ITEM03564,TXN01163,PROD0355,2,1811.82,15,3080.09
ITEM03565,TXN01163,PROD0439,2,1844.58,10,3320.24
ITEM03566,TXN01163,PROD0488,3,29570.7,10,79840.89
ITEM03567,TXN01164,PROD0129,2,45081.42,10,81146.56
ITEM03568,TXN01164,PROD0365,2,2605.4,0,5210.8
ITEM03569,TXN01164,PROD0377,1,1223.59,10,1101.23
ITEM03570,TXN01164,PROD0394,2,19857.17,5,37728.62
ITEM03571,TXN01165,PROD0222,3,1067.68,10,2882.74
ITEM03572,TXN01165,PROD0290,3,2650.36,10,7155.97
ITEM03573,TXN01165,PROD0087,3,353.85,5,1008.47
ITEM03574,TXN01165,PROD0077,2,1155.54,5,2195.53
ITEM03575,TXN01165,PROD0118,3,565.15,5,1610.68
ITEM03576,TXN01166,PROD0224,3,3783.45,5,10782.83
ITEM03577,TXN01166,PROD0137,2,7628.4,15,12968.28
ITEM03578,TXN01167,PROD0180,1,1408.7,15,1197.39
ITEM03579,TXN01167,PROD0235,2,2444.23,15,4155.19
ITEM03580,TXN01167,PROD0250,3,2873.19,10,7757.61
ITEM03581,TXN01167,PROD0308,3,4784.05,10,12916.94
ITEM03582,TXN01168,PROD0468,1,30527.44,10,27474.7
ITEM03583,TXN01169,PROD0043,1,6757.19,5,6419.33
ITEM03584,TXN01170,PROD0291,1,4210.63,15,3579.04
ITEM03585,TXN01170,PROD0299,1,2727.11,5,2590.75
ITEM03586,TXN01170,PROD0429,3,40566.36,15,103444.22
ITEM03587,TXN01170,PROD0170,3,3219.71,0,9659.13
ITEM03588,TXN01170,PROD0440,2,1175.8,15,1998.86
ITEM03589,TXN01171,PROD0042,1,4632.98,15,3938.03
ITEM03590,TXN01171,PROD0337,3,6530.94,0,19592.82
ITEM03591,TXN01171,PROD0107,2,7938.12,5,15082.43
ITEM03592,TXN01171,PROD0013,3,6274.21,5,17881.5
ITEM03593,TXN01172,PROD0382,3,691.81,10,1867.89
ITEM03594,TXN01173,PROD0297,1,6246.36,10,5621.72
ITEM03595,TXN01173,PROD0072,1,3867.34,5,3673.97
ITEM03596,TXN01174,PROD0370,3,3117.12,10,8416.22
ITEM03597,TXN01174,PROD0388,1,3102.23,0,3102.23
ITEM03598,TXN01174,PROD0321,3,41943.17,5,119538.03
ITEM03599,TXN01175,PROD0217,1,1302.82,15,1107.4
ITEM03600,TXN01176,PROD0304,1,291.29,10,262.16
ITEM03601,TXN01176,PROD0470,2,1034.76,15,1759.09
ITEM03602,TXN01176,PROD0256,3,1554.13,15,3963.03
ITEM03603,TXN01177,PROD0385,2,4653.58,0,9307.16
ITEM03604,TXN01177,PROD0252,3,1053.44,10,2844.29
ITEM03605,TXN01177,PROD0339,3,894.3,0,2682.9
ITEM03606,TXN01177,PROD0237,1,1196.15,0,1196.15
ITEM03607,TXN01177,PROD0204,3,3080.28,15,7854.71
ITEM03608,TXN01178,PROD0428,3,2838.44,0,8515.32
ITEM03609,TXN01178,PROD0055,2,636.29,5,1208.95
ITEM03610,TXN01178,PROD0105,2,3689.06,10,6640.31
ITEM03611,TXN01178,PROD0168,2,2577.48,5,4897.21
ITEM03612,TXN01179,PROD0092,2,6998.6,0,13997.2
ITEM03613,TXN01179,PROD0250,1,2873.19,15,2442.21
ITEM03614,TXN01180,PROD0122,3,346.64,15,883.93
ITEM03615,TXN01180,PROD0257,3,4824.24,0,14472.72
ITEM03616,TXN01181,PROD0447,1,5938.17,10,5344.35
ITEM03617,TXN01182,PROD0030,1,3244.32,10,2919.89
ITEM03618,TXN01183,PROD0422,2,4462.16,10,8031.89
ITEM03619,TXN01183,PROD0007,1,6403.77,10,5763.39
ITEM03620,TXN01184,PROD0059,2,962.59,10,1732.66
ITEM03621,TXN01185,PROD0356,1,3779.58,5,3590.6
ITEM03622,TXN01185,PROD0223,2,660.81,5,1255.54
ITEM03623,TXN01185,PROD0273,1,1615.02,10,1453.52
ITEM03624,TXN01185,PROD0481,1,2686.67,10,2418.0
ITEM03625,TXN01186,PROD0187,1,794.16,5,754.45
ITEM03626,TXN01186,PROD0230,2,930.1,5,1767.19
ITEM03627,TXN01187,PROD0246,1,14783.23,5,14044.07
ITEM03628,TXN01187,PROD0132,3,7345.13,15,18730.08
ITEM03629,TXN01187,PROD0168,2,2577.48,5,4897.21
ITEM03630,TXN01188,PROD0351,3,5000.29,10,13500.78
ITEM03631,TXN01189,PROD0362,1,5021.06,10,4518.95
ITEM03632,TXN01189,PROD0404,3,25494.14,0,76482.42
ITEM03633,TXN01190,PROD0020,2,3766.72,10,6780.1
ITEM03634,TXN01190,PROD0152,2,37940.48,15,64498.82
ITEM03635,TXN01191,PROD0351,3,5000.29,5,14250.83
ITEM03636,TXN01191,PROD0218,3,4544.19,5,12950.94
ITEM03637,TXN01191,PROD0383,3,491.87,0,1475.61
ITEM03638,TXN01191,PROD0362,2,5021.06,10,9037.91
ITEM03639,TXN01191,PROD0368,1,3828.24,0,3828.24
ITEM03640,TXN01192,PROD0136,3,922.29,5,2628.53
ITEM03641,TXN01192,PROD0149,2,1497.13,0,2994.26
ITEM03642,TXN01192,PROD0131,3,1635.83,5,4662.12
ITEM03643,TXN01192,PROD0283,3,538.14,10,1452.98
ITEM03644,TXN01193,PROD0270,1,6094.24,0,6094.24
ITEM03645,TXN01193,PROD0138,3,15535.82,5,44277.09
ITEM03646,TXN01193,PROD0268,2,1457.21,5,2768.7
ITEM03647,TXN01193,PROD0047,3,4575.5,15,11667.52
ITEM03648,TXN01194,PROD0075,2,3808.03,0,7616.06
ITEM03649,TXN01194,PROD0464,1,1124.88,0,1124.88
ITEM03650,TXN01194,PROD0355,2,1811.82,15,3080.09
ITEM03651,TXN01195,PROD0341,3,1813.96,15,4625.6
ITEM03652,TXN01196,PROD0486,1,26492.75,10,23843.48
ITEM03653,TXN01196,PROD0265,1,9344.67,15,7942.97
ITEM03654,TXN01196,PROD0019,2,1536.96,15,2612.83
ITEM03655,TXN01197,PROD0166,3,28413.81,10,76717.29
ITEM03656,TXN01197,PROD0465,1,6937.72,5,6590.83
ITEM03657,TXN01197,PROD0239,3,665.52,10,1796.9
ITEM03658,TXN01197,PROD0205,3,4797.91,0,14393.73
ITEM03659,TXN01197,PROD0050,2,1409.31,0,2818.62
ITEM03660,TXN01198,PROD0257,2,4824.24,15,8201.21
ITEM03661,TXN01198,PROD0361,1,846.32,0,846.32
ITEM03662,TXN01199,PROD0252,2,1053.44,10,1896.19
ITEM03663,TXN01199,PROD0489,2,3006.38,0,6012.76
ITEM03664,TXN01199,PROD0171,1,428.41,5,406.99
ITEM03665,TXN01199,PROD0477,2,887.63,15,1508.97
ITEM03666,TXN01200,PROD0104,1,4137.86,15,3517.18
ITEM03667,TXN01200,PROD0118,2,565.15,15,960.75
ITEM03668,TXN01200,PROD0356,1,3779.58,10,3401.62
ITEM03669,TXN01201,PROD0362,1,5021.06,0,5021.06
ITEM03670,TXN01201,PROD0007,2,6403.77,15,10886.41
ITEM03671,TXN01202,PROD0300,1,6279.6,5,5965.62
ITEM03672,TXN01202,PROD0356,3,3779.58,15,9637.93
ITEM03673,TXN01202,PROD0237,3,1196.15,5,3409.03
ITEM03674,TXN01203,PROD0309,3,4662.26,0,13986.78
ITEM03675,TXN01203,PROD0091,1,2540.24,0,2540.24
ITEM03676,TXN01203,PROD0099,2,28078.52,0,56157.04
ITEM03677,TXN01203,PROD0159,3,4795.57,0,14386.71
ITEM03678,TXN01204,PROD0430,3,6722.36,0,20167.08
ITEM03679,TXN01205,PROD0244,3,1707.21,15,4353.39
ITEM03680,TXN01205,PROD0147,1,1156.56,5,1098.73
ITEM03681,TXN01205,PROD0404,2,25494.14,5,48438.87
ITEM03682,TXN01206,PROD0353,1,39141.24,5,37184.18
ITEM03683,TXN01206,PROD0140,2,1017.61,10,1831.7
ITEM03684,TXN01206,PROD0031,2,5455.49,0,10910.98
ITEM03685,TXN01206,PROD0488,2,29570.7,10,53227.26
ITEM03686,TXN01207,PROD0331,3,5008.21,15,12770.94
ITEM03687,TXN01207,PROD0079,3,9471.89,0,28415.67
ITEM03688,TXN01207,PROD0109,1,536.53,10,482.88
ITEM03689,TXN01208,PROD0463,1,4231.42,0,4231.42
ITEM03690,TXN01208,PROD0164,3,9610.23,10,25947.62
ITEM03691,TXN01208,PROD0194,3,829.31,10,2239.14
ITEM03692,TXN01208,PROD0084,1,2721.45,5,2585.38
ITEM03693,TXN01209,PROD0339,2,894.3,5,1699.17
ITEM03694,TXN01210,PROD0465,1,6937.72,15,5897.06
ITEM03695,TXN01210,PROD0066,1,3136.76,10,2823.08
ITEM03696,TXN01210,PROD0091,1,2540.24,0,2540.24
ITEM03697,TXN01211,PROD0399,3,1625.02,10,4387.55
ITEM03698,TXN01211,PROD0095,3,1188.47,0,3565.41
ITEM03699,TXN01212,PROD0217,3,1302.82,10,3517.61
ITEM03700,TXN01213,PROD0417,2,2721.98,5,5171.76
ITEM03701,TXN01213,PROD0283,3,538.14,10,1452.98
ITEM03702,TXN01213,PROD0143,3,4275.64,0,12826.92
ITEM03703,TXN01213,PROD0086,3,503.12,10,1358.42
ITEM03704,TXN01214,PROD0495,2,6302.98,15,10715.07
ITEM03705,TXN01214,PROD0310,2,1143.25,5,2172.17
ITEM03706,TXN01215,PROD0471,2,3468.09,15,5895.75
ITEM03707,TXN01215,PROD0080,1,4763.99,10,4287.59
ITEM03708,TXN01215,PROD0338,2,4562.9,0,9125.8
ITEM03709,TXN01216,PROD0102,1,37784.07,0,37784.07
ITEM03710,TXN01216,PROD0049,1,1214.47,15,1032.3
ITEM03711,TXN01216,PROD0397,2,3921.71,15,6666.91
ITEM03712,TXN01216,PROD0382,2,691.81,5,1314.44
ITEM03713,TXN01217,PROD0297,1,6246.36,10,5621.72
ITEM03714,TXN01217,PROD0025,3,1111.08,5,3166.58
ITEM03715,TXN01217,PROD0302,2,4650.18,5,8835.34
ITEM03716,TXN01218,PROD0027,2,803.15,10,1445.67
ITEM03717,TXN01219,PROD0301,2,2547.11,15,4330.09
ITEM03718,TXN01220,PROD0433,2,1470.84,10,2647.51
ITEM03719,TXN01220,PROD0084,3,2721.45,10,7347.91
ITEM03720,TXN01221,PROD0460,3,1150.47,10,3106.27
ITEM03721,TXN01221,PROD0233,3,1239.41,10,3346.41
ITEM03722,TXN01221,PROD0406,1,12455.32,0,12455.32
ITEM03723,TXN01222,PROD0207,3,1674.67,10,4521.61
ITEM03724,TXN01222,PROD0218,2,4544.19,15,7725.12
ITEM03725,TXN01222,PROD0040,2,325.18,0,650.36
ITEM03726,TXN01222,PROD0119,2,17333.23,10,31199.81
ITEM03727,TXN01222,PROD0254,3,29636.96,0,88910.88
ITEM03728,TXN01223,PROD0429,1,40566.36,15,34481.41
ITEM03729,TXN01223,PROD0069,2,1838.01,15,3124.62
ITEM03730,TXN01223,PROD0417,1,2721.98,0,2721.98
ITEM03731,TXN01223,PROD0173,3,3329.34,0,9988.02
ITEM03732,TXN01223,PROD0053,1,10205.11,0,10205.11
ITEM03733,TXN01224,PROD0477,3,887.63,15,2263.46
ITEM03734,TXN01225,PROD0461,1,668.72,0,668.72
ITEM03735,TXN01225,PROD0350,1,1648.29,0,1648.29
ITEM03736,TXN01225,PROD0404,3,25494.14,5,72658.3
ITEM03737,TXN01226,PROD0294,3,2835.38,10,7655.53
ITEM03738,TXN01226,PROD0029,3,1908.21,10,5152.17
ITEM03739,TXN01226,PROD0319,3,2606.24,10,7036.85
ITEM03740,TXN01226,PROD0276,1,939.25,10,845.33
ITEM03741,TXN01227,PROD0061,3,5100.05,5,14535.14
ITEM03742,TXN01227,PROD0407,2,3353.46,0,6706.92
ITEM03743,TXN01228,PROD0240,3,9955.45,15,25386.4
ITEM03744,TXN01228,PROD0049,2,1214.47,10,2186.05
ITEM03745,TXN01228,PROD0442,3,967.36,5,2756.98
ITEM03746,TXN01228,PROD0054,2,3681.55,0,7363.1
ITEM03747,TXN01229,PROD0085,2,917.34,15,1559.48
ITEM03748,TXN01229,PROD0334,2,5720.34,10,10296.61
ITEM03749,TXN01229,PROD0484,3,7515.67,5,21419.66
ITEM03750,TXN01229,PROD0499,1,2914.65,5,2768.92
ITEM03751,TXN01230,PROD0362,3,5021.06,0,15063.18
ITEM03752,TXN01230,PROD0161,1,24789.25,15,21070.86
ITEM03753,TXN01231,PROD0152,2,37940.48,5,72086.91
ITEM03754,TXN01232,PROD0420,2,3493.52,15,5938.98
ITEM03755,TXN01232,PROD0140,1,1017.61,15,864.97
ITEM03756,TXN01232,PROD0023,1,2868.61,0,2868.61
ITEM03757,TXN01232,PROD0407,1,3353.46,10,3018.11
ITEM03758,TXN01232,PROD0016,2,37272.23,15,63362.79
ITEM03759,TXN01233,PROD0314,1,18458.4,5,17535.48
ITEM03760,TXN01233,PROD0230,3,930.1,15,2371.76
ITEM03761,TXN01233,PROD0349,2,4108.18,10,7394.72
ITEM03762,TXN01233,PROD0449,2,1300.92,10,2341.66
ITEM03763,TXN01234,PROD0070,2,1932.06,10,3477.71
ITEM03764,TXN01234,PROD0351,3,5000.29,15,12750.74
ITEM03765,TXN01235,PROD0312,2,3101.42,10,5582.56
ITEM03766,TXN01235,PROD0119,1,17333.23,10,15599.91
ITEM03767,TXN01235,PROD0211,1,3728.3,10,3355.47
ITEM03768,TXN01236,PROD0277,1,1272.22,15,1081.39
ITEM03769,TXN01237,PROD0059,1,962.59,10,866.33
ITEM03770,TXN01237,PROD0471,2,3468.09,15,5895.75
ITEM03771,TXN01237,PROD0384,1,46568.9,5,44240.46
ITEM03772,TXN01237,PROD0262,3,2781.11,10,7509.0
ITEM03773,TXN01238,PROD0169,3,6943.85,15,17706.82
ITEM03774,TXN01238,PROD0122,2,346.64,15,589.29
ITEM03775,TXN01239,PROD0297,3,6246.36,0,18739.08
ITEM03776,TXN01239,PROD0197,2,2794.26,10,5029.67
ITEM03777,TXN01239,PROD0339,1,894.3,5,849.58
ITEM03778,TXN01239,PROD0003,3,1728.17,5,4925.28
ITEM03779,TXN01240,PROD0067,1,4204.89,10,3784.4
ITEM03780,TXN01240,PROD0382,3,691.81,5,1971.66
ITEM03781,TXN01240,PROD0193,3,1531.45,5,4364.63
ITEM03782,TXN01240,PROD0026,3,4538.09,10,12252.84
ITEM03783,TXN01240,PROD0109,1,536.53,5,509.7
ITEM03784,TXN01241,PROD0276,1,939.25,15,798.36
ITEM03785,TXN01241,PROD0132,1,7345.13,0,7345.13
ITEM03786,TXN01241,PROD0043,1,6757.19,5,6419.33
ITEM03787,TXN01241,PROD0022,3,989.9,15,2524.24
ITEM03788,TXN01242,PROD0022,2,989.9,15,1682.83
ITEM03789,TXN01242,PROD0013,3,6274.21,5,17881.5
ITEM03790,TXN01242,PROD0355,1,1811.82,0,1811.82
ITEM03791,TXN01242,PROD0075,3,3808.03,5,10852.89
ITEM03792,TXN01243,PROD0092,2,6998.6,5,13297.34
ITEM03793,TXN01243,PROD0261,1,1198.64,0,1198.64
ITEM03794,TXN01244,PROD0423,3,15003.56,15,38259.08
ITEM03795,TXN01244,PROD0122,2,346.64,5,658.62
ITEM03796,TXN01245,PROD0359,1,4353.43,0,4353.43
ITEM03797,TXN01245,PROD0079,1,9471.89,15,8051.11
ITEM03798,TXN01245,PROD0458,3,2420.64,15,6172.63
ITEM03799,TXN01245,PROD0446,1,1995.05,15,1695.79
ITEM03800,TXN01245,PROD0020,2,3766.72,5,7156.77
ITEM03801,TXN01246,PROD0387,3,4724.68,5,13465.34
ITEM03802,TXN01247,PROD0426,1,7949.86,15,6757.38
ITEM03803,TXN01247,PROD0457,2,662.9,15,1126.93
ITEM03804,TXN01248,PROD0267,2,2944.28,15,5005.28
ITEM03805,TXN01249,PROD0003,3,1728.17,0,5184.51
ITEM03806,TXN01249,PROD0452,3,11818.09,10,31908.84
ITEM03807,TXN01249,PROD0099,2,28078.52,15,47733.48
ITEM03808,TXN01250,PROD0113,3,3719.85,0,11159.55
ITEM03809,TXN01251,PROD0012,3,4098.53,5,11680.81
ITEM03810,TXN01251,PROD0145,1,650.06,0,650.06
ITEM03811,TXN01252,PROD0340,3,3359.6,15,8566.98
ITEM03812,TXN01252,PROD0063,1,860.89,10,774.8
ITEM03813,TXN01253,PROD0111,2,590.12,15,1003.2
ITEM03814,TXN01253,PROD0198,2,523.88,0,1047.76
ITEM03815,TXN01253,PROD0196,1,5192.74,5,4933.1
ITEM03816,TXN01253,PROD0286,1,1423.75,10,1281.38
ITEM03817,TXN01254,PROD0336,3,6293.33,0,18879.99
ITEM03818,TXN01255,PROD0286,2,1423.75,5,2705.12
ITEM03819,TXN01256,PROD0423,1,15003.56,0,15003.56
ITEM03820,TXN01256,PROD0361,1,846.32,15,719.37
ITEM03821,TXN01256,PROD0463,3,4231.42,15,10790.12
ITEM03822,TXN01256,PROD0302,2,4650.18,10,8370.32
ITEM03823,TXN01256,PROD0291,2,4210.63,5,8000.2
ITEM03824,TXN01257,PROD0153,3,1084.8,0,3254.4
ITEM03825,TXN01257,PROD0276,1,939.25,15,798.36
ITEM03826,TXN01258,PROD0083,2,19464.89,5,36983.29
ITEM03827,TXN01258,PROD0305,1,4425.5,15,3761.67
ITEM03828,TXN01258,PROD0385,3,4653.58,0,13960.74
ITEM03829,TXN01258,PROD0323,2,1645.98,15,2798.17
ITEM03830,TXN01258,PROD0472,2,3791.91,15,6446.25
ITEM03831,TXN01259,PROD0012,1,4098.53,15,3483.75
ITEM03832,TXN01260,PROD0066,3,3136.76,15,7998.74
ITEM03833,TXN01260,PROD0146,3,2791.92,15,7119.4
ITEM03834,TXN01260,PROD0283,3,538.14,0,1614.42
ITEM03835,TXN01261,PROD0297,2,6246.36,5,11868.08
ITEM03836,TXN01261,PROD0398,3,1494.01,15,3809.73
ITEM03837,TXN01261,PROD0454,2,1241.31,0,2482.62
ITEM03838,TXN01261,PROD0313,3,3931.07,10,10613.89
ITEM03839,TXN01262,PROD0406,3,12455.32,10,33629.36
ITEM03840,TXN01262,PROD0460,3,1150.47,15,2933.7
ITEM03841,TXN01262,PROD0003,2,1728.17,15,2937.89
ITEM03842,TXN01263,PROD0037,3,4969.52,0,14908.56
ITEM03843,TXN01263,PROD0466,2,1547.89,15,2631.41
ITEM03844,TXN01263,PROD0291,3,4210.63,5,12000.3
ITEM03845,TXN01263,PROD0330,1,5001.68,5,4751.6
ITEM03846,TXN01264,PROD0451,1,6364.82,10,5728.34
ITEM03847,TXN01264,PROD0136,3,922.29,0,2766.87
ITEM03848,TXN01264,PROD0054,2,3681.55,10,6626.79
ITEM03849,TXN01264,PROD0196,3,5192.74,15,13241.49
ITEM03850,TXN01265,PROD0225,2,1252.76,5,2380.24
ITEM03851,TXN01265,PROD0376,1,1033.79,10,930.41
ITEM03852,TXN01265,PROD0440,1,1175.8,15,999.43
ITEM03853,TXN01265,PROD0009,2,36415.16,5,69188.8
ITEM03854,TXN01266,PROD0330,2,5001.68,0,10003.36
ITEM03855,TXN01266,PROD0022,3,989.9,5,2821.21
ITEM03856,TXN01266,PROD0297,3,6246.36,15,15928.22
ITEM03857,TXN01267,PROD0010,3,2061.05,0,6183.15
ITEM03858,TXN01267,PROD0446,2,1995.05,5,3790.59
ITEM03859,TXN01267,PROD0464,2,1124.88,15,1912.3
ITEM03860,TXN01267,PROD0204,2,3080.28,15,5236.48
ITEM03861,TXN01267,PROD0136,2,922.29,15,1567.89
ITEM03862,TXN01268,PROD0392,1,3758.43,0,3758.43
ITEM03863,TXN01268,PROD0375,3,16745.46,5,47724.56
ITEM03864,TXN01269,PROD0274,1,4647.85,15,3950.67
ITEM03865,TXN01269,PROD0098,2,1725.96,5,3279.32
ITEM03866,TXN01269,PROD0164,1,9610.23,15,8168.7
ITEM03867,TXN01270,PROD0275,2,3306.01,5,6281.42
ITEM03868,TXN01271,PROD0153,1,1084.8,5,1030.56
ITEM03869,TXN01271,PROD0414,1,722.36,5,686.24
ITEM03870,TXN01271,PROD0186,2,3646.06,5,6927.51
ITEM03871,TXN01271,PROD0258,3,9620.74,0,28862.22
ITEM03872,TXN01272,PROD0084,1,2721.45,15,2313.23
ITEM03873,TXN01273,PROD0325,1,768.27,10,691.44
ITEM03874,TXN01274,PROD0129,2,45081.42,0,90162.84
ITEM03875,TXN01274,PROD0313,2,3931.07,10,7075.93
ITEM03876,TXN01275,PROD0333,2,2591.56,15,4405.65
ITEM03877,TXN01276,PROD0350,2,1648.29,0,3296.58
ITEM03878,TXN01276,PROD0384,3,46568.9,10,125736.03
ITEM03879,TXN01277,PROD0264,1,2196.88,15,1867.35
ITEM03880,TXN01277,PROD0182,2,1781.68,5,3385.19
ITEM03881,TXN01278,PROD0107,1,7938.12,5,7541.21
ITEM03882,TXN01278,PROD0161,1,24789.25,5,23549.79
ITEM03883,TXN01278,PROD0013,2,6274.21,5,11921.0
ITEM03884,TXN01278,PROD0369,3,2423.8,15,6180.69
ITEM03885,TXN01279,PROD0179,2,4315.03,0,8630.06
ITEM03886,TXN01279,PROD0008,3,950.38,15,2423.47
ITEM03887,TXN01279,PROD0313,2,3931.07,5,7469.03
ITEM03888,TXN01279,PROD0390,2,5491.65,0,10983.3
ITEM03889,TXN01280,PROD0224,3,3783.45,10,10215.31
ITEM03890,TXN01280,PROD0427,3,2304.23,0,6912.69
ITEM03891,TXN01280,PROD0011,2,4779.95,10,8603.91
ITEM03892,TXN01281,PROD0188,1,49942.77,5,47445.63
ITEM03893,TXN01281,PROD0346,1,3924.65,5,3728.42
ITEM03894,TXN01281,PROD0417,2,2721.98,15,4627.37
ITEM03895,TXN01281,PROD0236,1,1559.0,0,1559.0
ITEM03896,TXN01281,PROD0489,2,3006.38,10,5411.48
ITEM03897,TXN01282,PROD0284,2,1462.7,15,2486.59
ITEM03898,TXN01282,PROD0370,2,3117.12,15,5299.1
ITEM03899,TXN01282,PROD0417,3,2721.98,10,7349.35
ITEM03900,TXN01282,PROD0149,1,1497.13,0,1497.13
ITEM03901,TXN01283,PROD0042,1,4632.98,5,4401.33
ITEM03902,TXN01283,PROD0208,2,1172.94,15,1994.0
ITEM03903,TXN01283,PROD0178,1,437.14,0,437.14
ITEM03904,TXN01283,PROD0124,3,3008.34,10,8122.52
ITEM03905,TXN01283,PROD0176,2,1259.12,10,2266.42
ITEM03906,TXN01284,PROD0323,3,1645.98,5,4691.04
ITEM03907,TXN01285,PROD0382,2,691.81,5,1314.44
ITEM03908,TXN01285,PROD0233,2,1239.41,5,2354.88
ITEM03909,TXN01285,PROD0476,1,4274.37,0,4274.37
ITEM03910,TXN01285,PROD0076,1,662.06,5,628.96
ITEM03911,TXN01285,PROD0206,2,1524.15,0,3048.3
ITEM03912,TXN01286,PROD0428,3,2838.44,5,8089.55
ITEM03913,TXN01287,PROD0086,2,503.12,15,855.3
ITEM03914,TXN01287,PROD0253,2,4219.27,5,8016.61
ITEM03915,TXN01288,PROD0024,3,48333.25,10,130499.78
ITEM03916,TXN01288,PROD0185,1,770.34,15,654.79
ITEM03917,TXN01288,PROD0500,2,1262.91,0,2525.82
ITEM03918,TXN01288,PROD0242,3,1427.12,5,4067.29
ITEM03919,TXN01289,PROD0172,1,1150.83,10,1035.75
ITEM03920,TXN01289,PROD0046,2,4538.52,15,7715.48
ITEM03921,TXN01289,PROD0075,1,3808.03,0,3808.03
ITEM03922,TXN01289,PROD0393,3,707.44,0,2122.32
ITEM03923,TXN01289,PROD0008,2,950.38,5,1805.72
ITEM03924,TXN01290,PROD0246,2,14783.23,15,25131.49
ITEM03925,TXN01290,PROD0383,2,491.87,15,836.18
ITEM03926,TXN01290,PROD0440,3,1175.8,10,3174.66
ITEM03927,TXN01291,PROD0148,2,464.62,10,836.32
ITEM03928,TXN01292,PROD0182,1,1781.68,10,1603.51
ITEM03929,TXN01293,PROD0072,3,3867.34,15,9861.72
ITEM03930,TXN01293,PROD0396,3,33330.14,10,89991.38
ITEM03931,TXN01294,PROD0442,1,967.36,15,822.26
ITEM03932,TXN01294,PROD0205,2,4797.91,10,8636.24
ITEM03933,TXN01294,PROD0308,1,4784.05,5,4544.85
ITEM03934,TXN01294,PROD0264,1,2196.88,15,1867.35
ITEM03935,TXN01295,PROD0095,3,1188.47,0,3565.41
ITEM03936,TXN01296,PROD0104,3,4137.86,5,11792.9
ITEM03937,TXN01296,PROD0128,1,1731.19,0,1731.19
ITEM03938,TXN01296,PROD0079,3,9471.89,5,26994.89
ITEM03939,TXN01296,PROD0362,1,5021.06,0,5021.06
ITEM03940,TXN01297,PROD0059,1,962.59,15,818.2
ITEM03941,TXN01297,PROD0332,1,3560.35,0,3560.35
ITEM03942,TXN01298,PROD0198,3,523.88,10,1414.48
ITEM03943,TXN01299,PROD0130,2,3667.62,10,6601.72
ITEM03944,TXN01299,PROD0179,3,4315.03,10,11650.58
ITEM03945,TXN01299,PROD0210,2,1617.47,15,2749.7
ITEM03946,TXN01299,PROD0017,1,549.04,0,549.04
ITEM03947,TXN01300,PROD0262,3,2781.11,10,7509.0
ITEM03948,TXN01300,PROD0352,3,5891.97,5,16792.11
ITEM03949,TXN01300,PROD0316,3,5897.39,5,16807.56
ITEM03950,TXN01300,PROD0363,3,668.1,15,1703.66
ITEM03951,TXN01300,PROD0141,3,2955.42,10,7979.63
ITEM03952,TXN01301,PROD0243,3,5541.85,15,14131.72
ITEM03953,TXN01301,PROD0404,3,25494.14,10,68834.18
ITEM03954,TXN01301,PROD0025,1,1111.08,15,944.42
ITEM03955,TXN01301,PROD0181,3,1327.86,10,3585.22
ITEM03956,TXN01301,PROD0479,3,7565.4,0,22696.2
ITEM03957,TXN01302,PROD0366,3,5175.36,0,15526.08
ITEM03958,TXN01302,PROD0234,2,4234.65,5,8045.83
ITEM03959,TXN01303,PROD0070,3,1932.06,0,5796.18
ITEM03960,TXN01304,PROD0491,3,46035.46,15,117390.42
ITEM03961,TXN01304,PROD0406,3,12455.32,15,31761.07
ITEM03962,TXN01304,PROD0059,2,962.59,15,1636.4
ITEM03963,TXN01305,PROD0220,3,4967.64,0,14902.92
ITEM03964,TXN01305,PROD0048,2,4758.41,10,8565.14
ITEM03965,TXN01305,PROD0413,3,32635.39,15,83220.24
ITEM03966,TXN01305,PROD0087,1,353.85,5,336.16
ITEM03967,TXN01305,PROD0055,1,636.29,15,540.85
ITEM03968,TXN01306,PROD0379,2,3678.36,10,6621.05
ITEM03969,TXN01306,PROD0234,1,4234.65,0,4234.65
ITEM03970,TXN01306,PROD0178,3,437.14,15,1114.71
ITEM03971,TXN01306,PROD0325,2,768.27,10,1382.89
ITEM03972,TXN01307,PROD0479,2,7565.4,10,13617.72
ITEM03973,TXN01307,PROD0109,1,536.53,10,482.88
ITEM03974,TXN01307,PROD0312,2,3101.42,0,6202.84
ITEM03975,TXN01307,PROD0333,1,2591.56,5,2461.98
ITEM03976,TXN01308,PROD0185,2,770.34,15,1309.58
